|state_code|county_code|site_number|parameter_code|poc|parameter_name|open_date|close_date|concurred_exclusions|dominant_source|measurement_scale|measurement_scale_def|monitoring_objective|last_method_code|last_method_description|last_method_begin_date|naaqs_primary_monitor|qa_primary_monitor|monitor_type|networks|monitoring_agency_code|monitoring_agency|si_id|latitude|longitude|datum|lat_lon_accuracy|elevation|probe_height|pl_probe_location|local_site_name|address|state_name|county_name|city_name|cbsa_code|cbsa_name|csa_code|csa_name|tribal_code|tribe_name
2|09|003|0025|88101|3|PM2.5 - Local Conditions|2016-01-01||||NEIGHBORHOOD|500 M TO 4KM|HIGHEST CONCENTRATION; POPULATION EXPOSURE; SOURCE ORIENTED|238|Teledyne T640X at 16.67 LPM - Broadband spectroscopy|2018-06-07||Y|SLAMS|NEAR ROAD|0251|Connecticut Department of Environmental Protection|97249|41.771444|-72.679923|WGS84|3.0|8.0||TOP OF BUILDING|Huntley Place-Hartford|10 Huntley Place|Connecticut|Hartford|Hartford|25540|Hartford-West Hartford-East Hartford, CT|278|Hartford-West Hartford, CT||
3|09|005|0005|88101|1|PM2.5 - Local Conditions|2005-01-01||||REGIONAL SCALE|50 TO HUNDREDS KM|POPULATION EXPOSURE; REGIONAL TRANSPORT|145|R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric|2005-01-01|Y||SLAMS|NCORE|0251|Connecticut Department of Environmental Protection|2113|41.821342|-73.297257|WGS84|3.0|505.0|2.5|GROUND LEVEL SUPPORT|Mohawk Mt-Cornwall|MOHAWK MOUNTAIN ROAD (see coordinates)|Connecticut|Litchfield|Cornwall|45860|Torrington, CT|408|New York-Newark, NY-NJ-CT-PA||
4|09|009|2123|88101|1|PM2.5 - Local Conditions|1999-01-01|2019-12-31|||NEIGHBORHOOD|500 M TO 4KM|POPULATION EXPOSURE|145|R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric|2003-01-03|||||0251|Connecticut Department of Environmental Protection|2167|41.550556|-73.043611|WGS84|0.0|80.0|3.2|GROUND LEVEL SUPPORT|Meadow and Bank Streets|Bank St at Meadow St (see coordinates)|Connecticut|New Haven|Waterbury|35300|New Haven-Milford, CT|408|New York-Newark, NY-NJ-CT-PA||
5|09|003|1003|88101|2|PM2.5 - Local Conditions|2016-04-01|2016-12-31|||NEIGHBORHOOD|500 M TO 4KM|POPULATION EXPOSURE|145|R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric|2016-04-01|||||0251|Connecticut Department of Environmental Protection|2080|41.784722|-72.631667|WGS84|0.0|15.0|4.4|TOP OF BUILDING|McAuliffe Park|Remington Road (see coordinates)|Connecticut|Hartford|East Hartford|25540|Hartford-West Hartford-East Hartford, CT|278|Hartford-West Hartford, CT||
6|09|001|0010|88101|3|PM2.5 - Local Conditions|2004-01-05|||AREA|NEIGHBORHOOD|500 M TO 4KM|HIGHEST CONCENTRATION; POPULATION EXPOSURE|238|Teledyne T640X at 16.67 LPM - Broadband spectroscopy|2018-09-28|Y|Y|SLAMS||0251|Connecticut Department of Environmental Protection|1996|41.170833|-73.194722|WGS84|0.0|7.0|6.0||Roosevelt School-Bridgeport|ROOSEVELT SCHOOL PARK AVE.|Connecticut|Fairfield|Bridgeport|14860|Bridgeport-Stamford-Norwalk, CT|408|New York-Newark, NY-NJ-CT-PA||
7|09|003|1003|88101|1|PM2.5 - Local Conditions|1999-01-01|2019-12-31|||NEIGHBORHOOD|500 M TO 4KM|POPULATION EXPOSURE|145|R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric|2003-01-01|||||0251|Connecticut Department of Environmental Protection|2080|41.784722|-72.631667|WGS84|0.0|15.0|4.4|TOP OF BUILDING|McAuliffe Park|Remington Road (see coordinates)|Connecticut|Hartford|East Hartford|25540|Hartford-West Hartford-East Hartford, CT|278|Hartford-West Hartford, CT||
8|09|009|0027|88101|3|PM2.5 - Local Conditions|2016-01-01|||AREA|NEIGHBORHOOD|500 M TO 4KM|POPULATION EXPOSURE|238|Teledyne T640X at 16.67 LPM - Broadband spectroscopy|2018-04-01|||SLAMS||0251|Connecticut Department of Environmental Protection|91902|41.3014|-72.902871|WGS84|3.0|3.6||GROUND LEVEL SUPPORT|Criscuolo Park-New Haven|1JAMES STREET|Connecticut|New Haven|New Haven|35300|New Haven-Milford, CT|408|New York-Newark, NY-NJ-CT-PA||
9|09|009|2123|88101|2|PM2.5 - Local Conditions|1999-01-01|2016-04-13|||NEIGHBORHOOD|500 M TO 4KM|POPULATION EXPOSURE|145|R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric|2009-01-01|||||0251|Connecticut Department of Environmental Protection|2167|41.550556|-73.043611|WGS84|0.0|80.0|3.2|GROUND LEVEL SUPPORT|Meadow and Bank Streets|Bank St at Meadow St (see coordinates)|Connecticut|New Haven|Waterbury|35300|New Haven-Milford, CT|408|New York-Newark, NY-NJ-CT-PA||
10|09|001|0010|88101|1|PM2.5 - Local Conditions|1999-01-01||||NEIGHBORHOOD|500 M TO 4KM|HIGHEST CONCENTRATION; POPULATION EXPOSURE|145|R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric|2003-01-03|||SLAMS||0251|Connecticut Department of Environmental Protection|1996|41.170833|-73.194722|WGS84|0.0|7.0|3.9|TOP OF BUILDING|Roosevelt School-Bridgeport|ROOSEVELT SCHOOL PARK AVE.|Connecticut|Fairfield|Bridgeport|14860|Bridgeport-Stamford-Norwalk, CT|408|New York-Newark, NY-NJ-CT-PA||
11|09|009|0027|88101|2|PM2.5 - Local Conditions|2004-01-01|||AREA|NEIGHBORHOOD|500 M TO 4KM|POPULATION EXPOSURE|145|R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric|2009-01-01|||SLAMS||0251|Connecticut Department of Environmental Protection|91902|41.3014|-72.902871|WGS84|3.0|3.6|2.2|GROUND LEVEL SUPPORT|Criscuolo Park-New Haven|1JAMES STREET|Connecticut|New Haven|New Haven|35300|New Haven-Milford, CT|408|New York-Newark, NY-NJ-CT-PA||
12|09|009|2123|88101|3|PM2.5 - Local Conditions|2014-01-01||||NEIGHBORHOOD|500 M TO 4KM|POPULATION EXPOSURE|238|Teledyne T640X at 16.67 LPM - Broadband spectroscopy|2018-07-20|Y||SLAMS||0251|Connecticut Department of Environmental Protection|2167|41.550556|-73.043611|WGS84|0.0|80.0|3.5|TOP OF BUILDING|Meadow and Bank Streets|Bank St at Meadow St (see coordinates)|Connecticut|New Haven|Waterbury|35300|New Haven-Milford, CT|408|New York-Newark, NY-NJ-CT-PA||
13|09|003|1003|88101|3|PM2.5 - Local Conditions|2015-01-01|||AREA|NEIGHBORHOOD|500 M TO 4KM|GENERAL/BACKGROUND; POPULATION EXPOSURE|238|Teledyne T640X at 16.67 LPM - Broadband spectroscopy|2018-06-12|Y||SLAMS||0251|Connecticut Department of Environmental Protection|2080|41.784722|-72.631667|WGS84|0.0|15.0|4.0|TOP OF BUILDING|McAuliffe Park|Remington Road (see coordinates)|Connecticut|Hartford|East Hartford|25540|Hartford-West Hartford-East Hartford, CT|278|Hartford-West Hartford, CT||
14|09|001|1123|88101|1|PM2.5 - Local Conditions|1999-01-01||||NEIGHBORHOOD|500 M TO 4KM|POPULATION EXPOSURE|145|R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric|2003-01-03|Y||SLAMS||0251|Connecticut Department of Environmental Protection|2021|41.399167|-73.443056|WGS84|0.0|116.0|3.9|TOP OF BUILDING|Western Conn State Univ|White St at 8th Ave, parking garage roof|Connecticut|Fairfield|Danbury|14860|Bridgeport-Stamford-Norwalk, CT|408|New York-Newark, NY-NJ-CT-PA||
15|09|001|1123|88101|3|PM2.5 - Local Conditions|2016-01-01||||NEIGHBORHOOD|500 M TO 4KM|POPULATION EXPOSURE|238|Teledyne T640X at 16.67 LPM - Broadband spectroscopy|2018-07-27|||SLAMS||0251|Connecticut Department of Environmental Protection|2021|41.399167|-73.443056|WGS84|0.0|116.0|3.0||Western Conn State Univ|White St at 8th Ave, parking garage roof|Connecticut|Fairfield|Danbury|14860|Bridgeport-Stamford-Norwalk, CT|408|New York-Newark, NY-NJ-CT-PA||
16|09|011|0124|88101|1|PM2.5 - Local Conditions|2015-01-01|2019-12-31|||NEIGHBORHOOD|500 M TO 4KM|POPULATION EXPOSURE|145|R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric|2015-01-01|||||0251|Connecticut Department of Environmental Protection|93809|41.35362|-72.07882|WGS84|3.0|49.0|3.5|TOP OF BUILDING|Fort Griswold Park|141 Smith Street, Groton|Connecticut|New London|Groton|35980|Norwich-New London, CT|278|Hartford-West Hartford, CT||
17|09|005|0005|88101|3|PM2.5 - Local Conditions|2016-01-01||||REGIONAL SCALE|50 TO HUNDREDS KM|POPULATION EXPOSURE; REGIONAL TRANSPORT|238|Teledyne T640X at 16.67 LPM - Broadband spectroscopy|2018-09-12|||SLAMS||0251|Connecticut Department of Environmental Protection|2113|41.821342|-73.297257|WGS84|3.0|505.0|||Mohawk Mt-Cornwall|MOHAWK MOUNTAIN ROAD (see coordinates)|Connecticut|Litchfield|Cornwall|45860|Torrington, CT|408|New York-Newark, NY-NJ-CT-PA||
18|09|009|0027|88101|4|PM2.5 - Local Conditions|2018-04-01|||AREA|NEIGHBORHOOD|500 M TO 4KM|POPULATION EXPOSURE|238|Teledyne T640X at 16.67 LPM - Broadband spectroscopy|2018-10-01|||SLAMS||0251|Connecticut Department of Environmental Protection|91902|41.3014|-72.902871|WGS84|3.0|3.6||GROUND LEVEL SUPPORT|Criscuolo Park-New Haven|1JAMES STREET|Connecticut|New Haven|New Haven|35300|New Haven-Milford, CT|408|New York-Newark, NY-NJ-CT-PA||
19|09|011|0124|88101|3|PM2.5 - Local Conditions|2014-01-01||||NEIGHBORHOOD|500 M TO 4KM|POPULATION EXPOSURE|238|Teledyne T640X at 16.67 LPM - Broadband spectroscopy|2018-08-17|Y|Y|SLAMS||0251|Connecticut Department of Environmental Protection|93809|41.35362|-72.07882|WGS84|3.0|49.0|10.0|TOP OF BUILDING|Fort Griswold Park|141 Smith Street, Groton|Connecticut|New London|Groton|35980|Norwich-New London, CT|278|Hartford-West Hartford, CT||
0|10|003|2004|88101|1|PM2.5 - Local Conditions|1999-01-01||||NEIGHBORHOOD|500 M TO 4KM|HIGHEST CONCENTRATION; POPULATION EXPOSURE|145|R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric|2009-05-01|Y|Y|SLAMS|NCORE|0294|Delaware Dept Natural Resources and Environmental Control|2252|39.739444|-75.558056|WGS84|2.06|0.0|4.0||MLK  CORNER OF MLK BLVD AND JUSTISON ST|MLK BLVD AND JUSTISON ST.|Delaware|New Castle|Wilmington|37980|Philadelphia-Camden-Wilmington, PA-NJ-DE-MD|428|Philadelphia-Reading-Camden, PA-NJ-DE-MD||
1|10|003|2004|88101|2|PM2.5 - Local Conditions|1999-01-01||||NEIGHBORHOOD|500 M TO 4KM|POPULATION EXPOSURE; QUALITY ASSURANCE|145|R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric|2009-05-01|||SLAMS|NCORE|0294|Delaware Dept Natural Resources and Environmental Control|2252|39.739444|-75.558056|WGS84|2.06|0.0|4.0||MLK  CORNER OF MLK BLVD AND JUSTISON ST|MLK BLVD AND JUSTISON ST.|Delaware|New Castle|Wilmington|37980|Philadelphia-Camden-Wilmington, PA-NJ-DE-MD|428|Philadelphia-Reading-Camden, PA-NJ-DE-MD||
2|10|001|0002|88101|3|PM2.5 - Local Conditions|2003-01-01||All (2012-08-01 - 2018-12-31)||URBAN SCALE|4 KM TO 50 KM|GENERAL/BACKGROUND|236|Teledyne T640 at 5.0 LPM - Broadband spectroscopy|2018-10-16|Y||SLAMS||0294|Delaware Dept Natural Resources and Environmental Control|2219|38.986672|-75.5568|WGS84|607.25|0.0|4.0||PROPERTY OF KILLENS POND STATE PARK; BEHIND FARM BUILDINGS|STATE ROAD 384, KILLENS POND RD|Delaware|Kent|Not in a City|20100|Dover, DE|428|Philadelphia-Reading-Camden, PA-NJ-DE-MD||
3|10|005|1002|88101|3|PM2.5 - Local Conditions|2003-01-01||All (2003-01-01 - 2003-01-01); All (2013-01-01 - 2018-12-31)||NEIGHBORHOOD|500 M TO 4KM|POPULATION EXPOSURE|236|Teledyne T640 at 5.0 LPM - Broadband spectroscopy|2018-10-01|Y||SLAMS||0294|Delaware Dept Natural Resources and Environmental Control|2257|38.6539|-75.6106|WGS84|0.0|0.0|4.0||Seaford Shipley State Service Center|350 VIRGINIA AVE SEAFORD|Delaware|Sussex|Seaford|41540|Salisbury, MD-DE||||
4|10|003|2004|88101|6|PM2.5 - Local Conditions|2016-06-01||||NEIGHBORHOOD|500 M TO 4KM|POPULATION EXPOSURE; QUALITY ASSURANCE|236|Teledyne T640 at 5.0 LPM - Broadband spectroscopy|2018-01-01|||SLAMS||0294|Delaware Dept Natural Resources and Environmental Control|2252|39.739444|-75.558056|WGS84|2.06|0.0|||MLK  CORNER OF MLK BLVD AND JUSTISON ST|MLK BLVD AND JUSTISON ST.|Delaware|New Castle|Wilmington|37980|Philadelphia-Camden-Wilmington, PA-NJ-DE-MD|428|Philadelphia-Reading-Camden, PA-NJ-DE-MD||
5|10|003|2004|88101|4|PM2.5 - Local Conditions|2002-03-01|2018-10-31|All (2013-07-01 - Present)||NEIGHBORHOOD|500 M TO 4KM|OTHER; POPULATION EXPOSURE|184|Thermo Scientific Model 5030 SHARP w/VSCC - Beta Attenuation|2013-07-01|||SLAMS||0294|Delaware Dept Natural Resources and Environmental Control|2252|39.739444|-75.558056|WGS84|2.06|0.0|||MLK  CORNER OF MLK BLVD AND JUSTISON ST|MLK BLVD AND JUSTISON ST.|Delaware|New Castle|Wilmington|37980|Philadelphia-Camden-Wilmington, PA-NJ-DE-MD|428|Philadelphia-Reading-Camden, PA-NJ-DE-MD||
6|10|003|1007|88101|1|PM2.5 - Local Conditions|1999-01-01||||URBAN SCALE|4 KM TO 50 KM|POPULATION EXPOSURE; REGIONAL TRANSPORT|145|R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric|2009-04-01|||SLAMS||0294|Delaware Dept Natural Resources and Environmental Control|2241|39.5513|-75.732|WGS84|2.06|20.0|4.0||Lums Pond|LUMS POND STATE PARK|Delaware|New Castle|Not in a City|37980|Philadelphia-Camden-Wilmington, PA-NJ-DE-MD|428|Philadelphia-Reading-Camden, PA-NJ-DE-MD||
7|10|003|1003|88101|1|PM2.5 - Local Conditions|1999-01-01||||NEIGHBORHOOD|500 M TO 4KM|POPULATION EXPOSURE|145|R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric|2009-05-01|Y||SLAMS||0294|Delaware Dept Natural Resources and Environmental Control|2237|39.761111|-75.491944|WGS84|3.03|65.0|2.0||Bellefonte River Road Park|RIVER ROAD PARK, BELLEFONTE|Delaware|New Castle|Not in a City|37980|Philadelphia-Camden-Wilmington, PA-NJ-DE-MD|428|Philadelphia-Reading-Camden, PA-NJ-DE-MD||
8|10|001|0003|88101|1|PM2.5 - Local Conditions|1999-01-01||||NEIGHBORHOOD|500 M TO 4KM|POPULATION EXPOSURE|145|R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric|2009-05-01|Y||SLAMS||0294|Delaware Dept Natural Resources and Environmental Control|2220|39.155|-75.518056|WGS84|2.06|0.0|2.0||PLATFORM IN FIELD BEHIND DELAWARE FED. CREDIT UNION BLDG|WATER ST. DOVER|Delaware|Kent|Dover|20100|Dover, DE|428|Philadelphia-Reading-Camden, PA-NJ-DE-MD||
9|10|003|1012|88101|1|PM2.5 - Local Conditions|1999-12-15||||NEIGHBORHOOD|500 M TO 4KM|POPULATION EXPOSURE|145|R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric|2009-06-12|Y||SLAMS||0294|Delaware Dept Natural Resources and Environmental Control|2246|39.691962|-75.761299|WGS84|2.06|0.0|2.0||Newark  PARKING LOT LAIRD CAMPUS|UNIV. DE NORTH CAMPUS|Delaware|New Castle|Newark|37980|Philadelphia-Camden-Wilmington, PA-NJ-DE-MD|428|Philadelphia-Reading-Camden, PA-NJ-DE-MD||
10|10|003|1008|88101|3|PM2.5 - Local Conditions|2013-06-01||||NEIGHBORHOOD|500 M TO 4KM|POPULATION EXPOSURE; SOURCE ORIENTED|236|Teledyne T640 at 5.0 LPM - Broadband spectroscopy|2018-10-09|Y||SLAMS||0294|Delaware Dept Natural Resources and Environmental Control|2242|39.57768|-75.6036|WGS84|0.0|0.0|||Route 9 Delaware City|ROUTE 9, DELAWARE CITY|Delaware|New Castle|Delaware City|37980|Philadelphia-Camden-Wilmington, PA-NJ-DE-MD|428|Philadelphia-Reading-Camden, PA-NJ-DE-MD||
11|10|005|1002|88101|1|PM2.5 - Local Conditions|1999-01-01|2018-12-31|||NEIGHBORHOOD|500 M TO 4KM|POPULATION EXPOSURE|145|R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric|2009-04-13|||||0294|Delaware Dept Natural Resources and Environmental Control|2257|38.6539|-75.6106|WGS84|0.0|0.0|4.0||Seaford Shipley State Service Center|350 VIRGINIA AVE SEAFORD|Delaware|Sussex|Seaford|41540|Salisbury, MD-DE||||
12|10|003|1007|88101|3|PM2.5 - Local Conditions|2018-10-22||||URBAN SCALE|4 KM TO 50 KM|POPULATION EXPOSURE; REGIONAL TRANSPORT|236|Teledyne T640 at 5.0 LPM - Broadband spectroscopy|2018-10-22|Y|Y|SLAMS||0294|Delaware Dept Natural Resources and Environmental Control|2241|39.5513|-75.732|WGS84|2.06|20.0|4.0||Lums Pond|LUMS POND STATE PARK|Delaware|New Castle|Not in a City|37980|Philadelphia-Camden-Wilmington, PA-NJ-DE-MD|428|Philadelphia-Reading-Camden, PA-NJ-DE-MD||
13|10|001|0002|88101|1|PM2.5 - Local Conditions|1999-01-01|2018-12-31|||URBAN SCALE|4 KM TO 50 KM|GENERAL/BACKGROUND; POPULATION EXPOSURE|145|R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric|2009-04-01|||||0294|Delaware Dept Natural Resources and Environmental Control|2219|38.986672|-75.5568|WGS84|607.25|0.0|4.0||PROPERTY OF KILLENS POND STATE PARK; BEHIND FARM BUILDINGS|STATE ROAD 384, KILLENS POND RD|Delaware|Kent|Not in a City|20100|Dover, DE|428|Philadelphia-Reading-Camden, PA-NJ-DE-MD||
0|11|001|0043|88101|1|PM2.5 - Local Conditions|1999-01-01|||MOBILE|URBAN SCALE|4 KM TO 50 KM|POPULATION EXPOSURE|209|Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation|2018-01-01|Y|Y|SLAMS|NCORE|0350|Department of Energy & Environment, District of Columbia|2288|38.921847|-77.013178|WGS84|5.47|50.0|4.0|TOP OF BUILDING|MCMILLAN  NCore-PAMS|2500 1ST STREET, N.W. WASHINGTON DC|District Of Columbia|District of Columbia|Washington|47900|Washington-Arlington-Alexandria, DC-VA-MD-WV|548|Washington-Baltimore-Arlington, DC-MD-VA-WV-PA||
1|11|001|0043|88101|2|PM2.5 - Local Conditions|1999-01-01|||MOBILE|URBAN SCALE|4 KM TO 50 KM|HIGHEST CONCENTRATION|145|R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric|2018-01-01|||SLAMS|NCORE|0350|Department of Energy & Environment, District of Columbia|2288|38.921847|-77.013178|WGS84|5.47|50.0|4.0|TOP OF BUILDING|MCMILLAN  NCore-PAMS|2500 1ST STREET, N.W. WASHINGTON DC|District Of Columbia|District of Columbia|Washington|47900|Washington-Arlington-Alexandria, DC-VA-MD-WV|548|Washington-Baltimore-Arlington, DC-MD-VA-WV-PA||
2|11|001|0043|88101|4|PM2.5 - Local Conditions|1999-01-01|2017-12-31||MOBILE|URBAN SCALE|4 KM TO 50 KM|POPULATION EXPOSURE|170|Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation|1999-01-01|||SLAMS|NCORE|0350|Department of Energy & Environment, District of Columbia|2288|38.921847|-77.013178|WGS84|5.47|50.0|4.0|TOP OF BUILDING|MCMILLAN  NCore-PAMS|2500 1ST STREET, N.W. WASHINGTON DC|District Of Columbia|District of Columbia|Washington|47900|Washington-Arlington-Alexandria, DC-VA-MD-WV|548|Washington-Baltimore-Arlington, DC-MD-VA-WV-PA||
3|11|001|0051|88101|1|PM2.5 - Local Conditions|2015-06-01|||MOBILE|MICROSCALE|0 M TO 100 M|HIGHEST CONCENTRATION; POPULATION EXPOSURE|209|Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation|2018-01-01|Y||SLAMS|NEAR ROAD|0350|Department of Energy & Environment, District of Columbia|99004|38.89477|-76.953426|NAD83|10.0|25.0||TOP OF BUILDING|Near Road|3600 Benning Road N.E.|District Of Columbia|District of Columbia|Washington|47900|Washington-Arlington-Alexandria, DC-VA-MD-WV|548|Washington-Baltimore-Arlington, DC-MD-VA-WV-PA||
4|11|001|0042|88101|1|PM2.5 - Local Conditions|1999-01-01|2017-07-10||MOBILE|URBAN SCALE|4 KM TO 50 KM|HIGHEST CONCENTRATION; POPULATION EXPOSURE|209|Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation|2017-01-01|||||0350|Department of Energy & Environment, District of Columbia|2287|38.876255|-77.034059|WGS84|5.47|12.0|10.0|TOP OF BUILDING|HAINS POINT PM-2.5 AND IMPROVE SITE ON ROOF OF PARK POLICE BLDG.|PARK SERVICES OFFICE 1100 OHIO DRIVE|District Of Columbia|District of Columbia|Washington|47900|Washington-Arlington-Alexandria, DC-VA-MD-WV|548|Washington-Baltimore-Arlington, DC-MD-VA-WV-PA||
5|11|001|0053|88101|1|PM2.5 - Local Conditions|2018-01-01|||MOBILE|NEIGHBORHOOD|500 M TO 4KM|POPULATION EXPOSURE|209|Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation|2018-01-01|Y|Y|SLAMS||0350|Department of Energy & Environment, District of Columbia|104502|38.875161|-77.012816|NAD83|10.0|5.0|3.0|TOP OF BUILDING|King Greenleaf Rec Center|201 N St SW|District Of Columbia|District of Columbia|Washington|47900|Washington-Arlington-Alexandria, DC-VA-MD-WV|548|Washington-Baltimore-Arlington, DC-MD-VA-WV-PA||
6|11|001|0041|88101|1|PM2.5 - Local Conditions|1999-01-01|||MOBILE|URBAN SCALE|4 KM TO 50 KM|HIGHEST CONCENTRATION; POPULATION EXPOSURE|209|Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation|2017-01-01|Y|Y|SLAMS||0350|Department of Energy & Environment, District of Columbia|2286|38.895572|-76.958072|WGS84|10.0|8.0|10.0|TOP OF BUILDING|RIVER TERRACE|420 34th Street N.E.,Washington, DC 20019|District Of Columbia|District of Columbia|Washington|47900|Washington-Arlington-Alexandria, DC-VA-MD-WV|548|Washington-Baltimore-Arlington, DC-MD-VA-WV-PA||
0|12|011|0035|88101|3|PM2.5 - Local Conditions|2015-08-21|||MOBILE|URBAN SCALE|4 KM TO 50 KM|POPULATION EXPOSURE|236|Teledyne T640 at 5.0 LPM - Broadband spectroscopy|2020-04-01|Y||SLAMS|NEAR ROAD|0121|Broward County Environmental Protection Department|100494|26.132677|-80.169817|WGS84|10.0|3.0|4.5|TOP OF BUILDING|Near Road - Fort Lauderdale|799 North I-95, Ft. Lauderdale, FL 33311|Florida|Broward|Fort Lauderdale|33100|Miami-Fort Lauderdale-West Palm Beach, FL|370|Miami-Fort Lauderdale-Port St. Lucie, FL||
1|12|011|0034|88101|3|PM2.5 - Local Conditions|2016-01-01|||AREA|NEIGHBORHOOD|500 M TO 4KM|POPULATION EXPOSURE|238|Teledyne T640X at 16.67 LPM - Broadband spectroscopy|2019-09-01|||SLAMS|NCORE|0121|Broward County Environmental Protection Department|99130|26.053889|-80.256944|WGS84|0.01|2.7|2.56|OTHER|Daniela Banu NCORE|5300 South Pine Island Road, Davie, FL 33328|Florida|Broward|Davie|33100|Miami-Fort Lauderdale-West Palm Beach, FL|370|Miami-Fort Lauderdale-Port St. Lucie, FL||
2|12|057|3002|88101|2|PM2.5 - Local Conditions|2010-01-26|||AREA|URBAN SCALE|4 KM TO 50 KM|HIGHEST CONCENTRATION; POPULATION EXPOSURE|145|R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric|2015-01-01|||SLAMS|NCORE|0491|Hillsborough County Environmental Protection Commission|91880|27.96565|-82.2304|WGS84|0.01|20.0|2.4|TOP OF BUILDING|SYDNEY|1167 N Dover Road, Valrico, FL 33527|Florida|Hillsborough|Valrico|45300|Tampa-St. Petersburg-Clearwater, FL||||
3|12|057|0113|88101|1|PM2.5 - Local Conditions|2016-02-01|||MOBILE|MICROSCALE|0 M TO 100 M|SOURCE ORIENTED|236|Teledyne T640 at 5.0 LPM - Broadband spectroscopy|2019-06-26|Y||SLAMS|NEAR ROAD|0492|Hillsborough County Health Department|101317|27.955133|-82.469532|NAD83|10.0|6.0|5.21|TOP OF BUILDING|Munro Street (Near-Road)|1497 N Munro Street, Tampa, FL 33607|Florida|Hillsborough|Tampa|45300|Tampa-St. Petersburg-Clearwater, FL||||
4|12|057|3002|88101|3|PM2.5 - Local Conditions|2014-02-18|||AREA|URBAN SCALE|4 KM TO 50 KM|HIGHEST CONCENTRATION|183|Thermo Scientific 5014i or FH62C14-DHS w/VSCC - Beta Attenuation|2014-02-18|Y|Y|SLAMS|NCORE|0491|Hillsborough County Environmental Protection Commission|91880|27.96565|-82.2304|WGS84|0.01|20.0|2.4|TOP OF BUILDING|SYDNEY|1167 N Dover Road, Valrico, FL 33527|Florida|Hillsborough|Valrico|45300|Tampa-St. Petersburg-Clearwater, FL||||
5|12|095|0009|88101|1|PM2.5 - Local Conditions|2017-01-01|2017-06-28||AREA|MIDDLE SCALE|100 M TO 500 M|SOURCE ORIENTED|183|Thermo Scientific 5014i or FH62C14-DHS w/VSCC - Beta Attenuation|2016-07-01|Y||SLAMS|NEAR ROAD|0820|Orange County Environmental Protection Division|102216|28.53493|-81.384247|NAD83|10.0|2.6|35.0|TOP OF BUILDING|I-4 Near Road|525 South Division Avenue, Orlando, FL 32805|Florida|Orange|Orlando|36740|Orlando-Kissimmee-Sanford, FL|422|Orlando-Deltona-Daytona Beach, FL||
6|12|031|0108|88101|3|PM2.5 - Local Conditions|2014-01-01|||MOBILE|MIDDLE SCALE|100 M TO 500 M|HIGHEST CONCENTRATION|236|Teledyne T640 at 5.0 LPM - Broadband spectroscopy|2019-08-01|Y||SLAMS|NEAR ROAD|0544|City of Jacksonville Environmental Quality Division|97774|30.262778|-81.606833|WGS84|0.6|5.79|3.66|TOP OF BUILDING|Pepsi Place|5895 Pepsi Place, Jacksonville, FL 32216|Florida|Duval|Jacksonville|27260|Jacksonville, FL|300|Jacksonville-St. Marys-Palatka, FL-GA||
7|12|011|0034|88101|1|PM2.5 - Local Conditions|2015-01-01|||AREA|NEIGHBORHOOD|500 M TO 4KM|POPULATION EXPOSURE|145|R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric|2015-04-07|Y|Y|SLAMS|NCORE|0121|Broward County Environmental Protection Department|99130|26.053889|-80.256944|WGS84|0.01|2.7|2.56|OTHER|Daniela Banu NCORE|5300 South Pine Island Road, Davie, FL 33328|Florida|Broward|Davie|33100|Miami-Fort Lauderdale-West Palm Beach, FL|370|Miami-Fort Lauderdale-Port St. Lucie, FL||
